tsne-3d-one,tsne-3d-two,tsne-3d-three,Prompt,Property
16.166376,-14.078167,-3.775693,Utilize repetition of key phrases or ideas for emphasis.,Persuasion
-10.353253,-2.01044,-11.605527,Tailor your language to appeal specifically to the target audience.,Persuasion
15.337787,-1.4401675,23.692642,"Exaggerate characteristics or flaws of individuals, institutions, or society for comedic criticism.",Satire
12.12768,-5.4512463,23.466198,Utilize irony or sarcasm to highlight societal hypocrisies or absurdities.,Satire
8.788839,-2.8884106,22.599575,"Employ a mock-serious tone, mimicking traditional forms of writing (news report, etc.) for ironic effect.",Satire
13.347952,2.7525766,26.376972,"Incorporate parody to imitate the style of specific works, people, or genres.",Satire
15.557776,0.59302837,23.209347,Create a caricature of a person or group by exaggerating their features for comedic effect.,Satire
2.5451937,-5.9275603,-7.3513045,Utilize allegory or symbolism to convey deeper social commentary.,Satire
1.2640892,5.2364597,16.757797,Present a distorted reality to emphasize social or political issues ,Satire
16.091007,-0.6875198,20.62708,Employ absurdist humor or nonsensical situations for a jarring effect.,Satire
17.391836,2.9198713,27.112045,Target current events or pop culture figures for comedic commentary. ,Satire
5.558246,-2.3672824,23.827293,Ensure the satire is clear and avoids being misinterpreted as sincere. ,Satire
22.473236,-10.92308,2.6791873,Experiment with unusual or inverted sentence structures for emphasis.,Sentence Structure
25.897242,-0.75317055,-4.9935446,"Utilize short, punchy sentences interspersed with longer, flowing ones for a dynamic rhythm. ",Sentence Structure
18.804386,-4.1211414,14.043888,Craft intentionally wordy and convoluted sentences for comedic effect.,Sentence Structure
21.386826,-12.963473,-7.8297,Start sentences with impactful prepositions or conjunctions for emphasis.,Sentence Structure
18.55108,-15.588055,-2.3664153,Employ repetition of phrases or sentence structures for dramatic or persuasive effect.,Sentence Structure
23.401897,-9.600192,6.1607428,Break traditional grammar rules for artistic or humorous effect.,Sentence Structure
16.637875,-14.086994,4.3207345,Utilize dashes or parentheses to insert asides or additional thoughts. ,Sentence Structure
13.576836,-7.227291,-3.9871576,Incorporate rhetorical questions to engage the reader and provoke thought.,Sentence Structure
28.296032,-4.317007,1.3124757,Use fragments to simulate natural speech patterns or convey urgency.,Sentence Structure
20.646696,-15.181284,5.384058,Pay close attention to punctuation and how it influences the pacing and tone.,Sentence Structure
0.7292925,21.289925,-0.9885806,Utilize archaic vocabulary and phrasing to evoke a specific historical period.,Historical
-2.5325716,20.78653,-1.8852144,Adopt the formal speech patterns typical of an older era. ,Historical
-12.279266,6.9140043,-2.9634986,"Reference historical events, figures, or cultural customs.",Historical
-1.0181282,19.470476,18.606482,Emulate the style of historical documents or literary works.,Historical
-11.839232,9.794953,5.2370734,Channel the viewpoint of a historical figure for first-person narration.,Historical
-15.365658,21.337564,8.112215,Incorporate a sense of nostalgia or wistfulness for a bygone era.,Historical
-13.607171,14.016854,1.1523077,Ground the text in specific historical details for greater authenticity. ,Historical
20.191214,-3.073357,-7.2677355,Adjust sentence structure and syntax to reflect the evolution of language over time.,Historical
-12.747176,14.0305805,1.2844424,"Ensure historical accuracy in word choice, events, etc.",Historical
-8.734975,13.117089,1.3843491,Steep the text in the societal attitudes and values of the chosen period. ,Historical
-7.787644,-14.569283,-10.626932,Frame your argument around a relatable problem or pain point.,Persuasion
-16.590504,-13.147835,-17.411156,Emphasize the unique selling points of your proposal.,Persuasion
-3.5182965,-21.113815,-12.211433,Anticipate and address common objections head-on.,Persuasion
-1.4939597,-17.41704,-2.2070284,Use vivid imagery to illustrate the benefits or consequences.,Persuasion
-1.1260437,-14.153077,-21.999033,Cite credible sources and statistics to strengthen your argument.,Persuasion
-7.2651787,-16.90025,-16.489279,Employ testimonials or case studies to demonstrate success.,Persuasion
-6.46057,-20.460241,-19.88105,Leverage social proof to tap into a sense of belonging. ,Persuasion
-4.424837,-26.070213,-8.418694,Highlight the potential risks or losses of inaction.,Persuasion
1.0689889,-17.582495,-18.900639,Appeal to the reader's sense of logic and reason.,Persuasion
-15.220427,-23.32838,-0.77298963,End with a powerful and inspiring call to action. ,Persuasion
-0.8810281,-7.9751687,-0.0057066754,Personify inanimate objects or abstract ideas.,Creativity
-8.774809,-2.478903,16.75093,Incorporate fantastical or magical elements.,Creativity
1.0626603,-12.20504,17.457859,Tell the story from an unexpected or unconventional point of view.,Creativity
6.2795405,-14.709636,15.740642,Introduce a surprising twist or unexpected resolution.,Creativity
6.454086,-7.08532,-6.0503416,Infuse the text with symbolism and hidden meanings.,Creativity
0.08124286,-14.524161,-0.9826877,Utilize vivid metaphors and similes for descriptive power.,Creativity
11.040564,-13.339562,6.183729,Experiment with unconventional formatting or structure.,Creativity
-10.344122,5.632786,-6.876913,"Weave in references to art, music, or literature.",Creativity
10.178651,7.03384,13.911683,Craft a playful origin story or myth. ,Creativity
13.869372,-2.7451549,2.7705967,Create a sense of wonder or awe through your word choices.,Creativity
14.974508,3.5258167,-20.111835,Employ specific and unambiguous legal terminology.,Legal
3.8451514,8.04819,-21.04611,Structure the text according to a typical legal document format.,Legal
28.763403,14.027877,2.5607338,"Utilize ""whereas"" clauses and other legal formalities.",Legal
10.083716,2.414752,-19.998072,Define specialized legal concepts or terminology. ,Legal
14.905207,-3.9085286,-10.69393,Ensure consistency in formatting and terminology.,Legal
-3.0315044,-22.341656,-12.193903,Anticipate and address potential loopholes or ambiguities.,Legal
28.276947,7.046913,-6.203354,Favor passive voice constructions where appropriate for legal style.,Legal
28.578167,-7.8988256,-8.983015,Utilize verbose and complex sentence structures. ,Legal
17.255438,10.294726,-11.23624,Remove any contractions or informal language. ,Legal
17.17386,-0.5378682,-11.771923,Prioritize clarity and precision over stylistic flair.,Legal
23.815058,-3.2584388,-14.520229,"Incorporate short, declarative sentences with strong verbs.",Emphasis
4.751194,0.9956931,-5.9913077,Open with a powerfully impactful or provocative statement.,Emphasis
16.83532,-13.762159,-5.447988,Utilize repetition of key phrases or sentences strategically.,Emphasis
13.752321,-15.7695465,-11.999233,"Employ strategic use of italics, bold, or underlining. ",Emphasis
21.266638,-16.060217,-8.421813,Place important information at the beginning or end of sentences. ,Emphasis
0.763265,-16.639317,0.7305278,Use vivid imagery and sensory details to highlight key points.,Emphasis
14.055206,-6.7486854,-3.816693,Incorporate rhetorical questions to provoke thought.,Emphasis
6.4969025,-2.7117653,4.390097,Contrast opposing ideas for a dramatic effect.,Emphasis
6.2848473,-14.627801,15.267514,Introduce a surprising twist or unexpected element.,Emphasis
4.5286818,2.6925898,-3.9397848,End with a powerful and memorable closing statement. ,Emphasis
14.550931,1.5817599,19.805317,Utilize exaggeration and hyperbole to comedic effect.,Humor
20.841328,2.4438987,21.897764,"Draw humor from relatable, everyday situations and observations.",Humor
18.513721,-6.444278,14.463954,Play with misunderstandings and unexpected twists.,Humor
6.075713,-2.021775,21.9492,Employ a sarcastic or ironic tone while ensuring clarity.,Humor
5.071904,1.2821482,21.18928,Tell the story with a self-deprecating or playfully self-mocking tone.,Humor
13.670512,-4.446305,9.995388,"Use wordplay, puns, and double meanings. ",Humor
-11.381081,5.668997,-8.993907,Incorporate references to current events or pop culture.,Humor
15.671097,-2.9240825,15.756349,Introduce elements of slapstick or physical comedy. ,Humor
15.502742,0.58922386,22.99114,Create humorous caricatures by exaggerating features.,Humor
6.992931,-3.1445308,16.055134,Aim for a tone that is witty and clever rather than crude. ,Humor
0.92601776,19.976173,-4.649701,Use legalese and archaic terminology to create a sense of formality. ,Legal
3.670523,8.061552,-20.925814,Structure the text like a traditional contract or legal brief.,Legal
8.610313,2.3379347,-21.127693,Incorporate specific legal citations and references.,Legal
23.120722,14.049411,-1.4021937,Ensure the text is intentionally verbose and overly complex.,Legal
27.644419,-7.2324734,-4.9781923,"Favor lengthy, convoluted sentences with multiple clauses.",Legal
-2.2940328,1.8649977,25.446074,Mimic the impersonal and dispassionate tone of legal documents.,Legal
28.69402,14.052508,2.574969,"Include ""whereas"" clauses, ""heretofore,"" and other stereotypical legal language. ",Legal
16.19783,10.945696,-11.072844,Avoid any contractions or informal language.,Legal
19.241661,-5.343535,15.511527,Create deliberate ambiguities or loopholes for a satirical effect. ,Legal
16.893158,-0.13453221,-11.791896,Prioritize precision and adherence to legal form over readability. ,Legal
10.967595,-13.392117,6.157586,Experiment with unconventional formatting and visual presentation.,Creativity
27.455065,0.4782205,4.4862614,"Incorporate elements of poetry, such as rhyme and rhythm.",Creativity
-1.9881281,-0.48658204,-7.064388,Break the fourth wall and directly address the reader. ,Creativity
3.6978207,-3.3585098,6.147249,"Weave together multiple, seemingly unrelated narratives.",Creativity
-5.6874566,-1.7069668,12.547104,Introduce a dreamlike or surreal atmosphere.,Creativity
24.379456,-7.1287017,5.485818,Invent new words or play with word creation.,Creativity
14.964475,-2.3149047,11.776806,Craft playful riddles or puzzles within the text.,Creativity
-8.4306755,-2.1175957,7.1363363,Employ stream-of-consciousness narration.,Creativity
16.039444,0.118771285,21.81021,Create characters with unusual quirks or exaggerated personalities.,Creativity
10.358277,9.493138,0.3811973,Leave room for ambiguity and open interpretation. ,Creativity
-16.869318,7.8130445,23.903072,Rewrite this as a hard-boiled detective story.,Genre
-9.597917,5.0781755,22.721556,Transform this into a gothic horror story.,Genre
13.282199,2.6486592,12.770469,Rephrase this as a light-hearted romantic comedy.,Genre
-10.471068,14.122702,7.545186,Reshape this in the style of a historical epic.,Genre
-13.292414,4.195456,22.534578,Infuse this with the elements of a suspense thriller.,Genre
-7.8830585,18.647345,13.582417,Adapt this as a children's fable with a moral lesson.,Genre
-9.292961,11.566795,19.156246,Recreate this as a science fiction short story. ,Genre
9.796787,10.210795,20.287264,Rewrite this in the format of a stage play script.,Genre
-6.938396,17.015982,10.512831,Frame this as a fantasy adventure tale.,Genre
-12.688928,-5.4298563,5.103225,Restructure this as a coming-of-age story. ,Genre
5.0814023,21.236765,-3.2324212,Replace common words with obscure or archaic synonyms.,Vocabulary
13.382042,2.479864,-5.2729387,Incorporate technical or specialized vocabulary.,Vocabulary
11.303802,0.0012263919,2.2482083,Favor words with strong and unusual connotations.,Vocabulary
21.065977,-0.028663483,5.558156,Utilize words with a specific sound quality.,Vocabulary
13.026564,-2.4463186,3.7955704,Choose words that create a specific mood or atmosphere.,Vocabulary
-6.870974,12.112726,-2.6226726,Introduce foreign words or phrases for a unique flavor.,Vocabulary
0.08461936,17.91925,-2.2413518,Incorporate slang or jargon appropriate to a specific time period or subculture. ,Vocabulary
23.590971,0.97062445,4.7423687,"Play with alliteration, assonance, and other sound devices.",Vocabulary
12.475707,-0.2811367,-1.1517054,"Prioritize descriptive, sensory-rich vocabulary. ",Vocabulary
24.289627,-7.430131,5.3944216,Experiment with neologisms or invented words. ,Vocabulary
2.179432,22.316816,19.68645,Emulate the sparse and minimalist style of Ernest Hemingway.,Style
6.092274,19.891193,18.945084,Adopt the rambling and verbose style of William Faulkner.,Style
5.1335764,16.54472,16.645355,Channel the lyrical and evocative prose of Virginia Woolf.,Style
3.9410644,16.521076,8.773026,Infuse the text with the beat poetry rhythms and slang.,Style
7.603851,5.1073065,15.074202,Rewrite in the playful and nonsensical style of Dr. Seuss.,Style
-22.317102,-4.3221526,9.899832,Utilize the confessional tone of a diary or personal letter.,Style
-2.0453482,-0.27232024,22.49096,Adopt the dispassionate and detached tone of scientific writing.,Style
3.098988,17.517317,16.06664,Imitate the flowery and sentimental prose of Victorian-era literature.,Style
2.0540159,23.545725,6.675557,Recreate the biblical language and phrasing of religious texts.,Style
-19.057734,-15.443785,2.5257154,Emulate the hyperbolic and dramatic style of a motivational speaker. ,Style
17.615446,3.9654975,4.138533,"Prioritize words with harsh, plosive sounds for an aggressive effect.",Sound & Rhythm
